Company,Company Score,Job Title,Location,Date,Salary
172,0.6315789473684208,457,136,9d,246
517,0.368421052631579,311,68,25d,274
77,0.8947368421052628,153,243,24h,568
412,0.8947368421052628,451,208,3d,155
410,0.42105263157894757,468,101,30d+,621
240,0.1578947368421053,272,112,4d,95
474,0.5789473684210527,330,253,30d+,165
93,0.368421052631579,409,293,30d+,198
159,0.5263157894736841,488,16,16d,286
74,0.26315789473684204,44,78,3d,157
41,0.4736842105263157,272,176,3d,117
80,0.6315789473684208,57,231,8d,510
65,1.0,269,265,23d,138
157,0.6842105263157894,276,121,10d,461
321,0.3157894736842106,215,78,4d,536
84,0.26315789473684204,280,293,30d+,306
518,0.6315789473684208,137,104,30d+,272
386,0.10526315789473695,16,91,30d+,224
362,0.5263157894736841,429,221,1d,270
193,0.4736842105263157,415,253,5d,482
79,0.21052631578947367,10,111,30d+,360
232,0.368421052631579,294,196,30d+,605
303,0.8421052631578947,384,102,12d,122
604,0.6315789473684208,128,135,4d,122
151,0.4736842105263157,411,293,12d,122
572,0.4736842105263157,65,127,30d+,122
218,0.8947368421052628,368,157,8d,122
319,0.4736842105263157,486,23,20d,122
538,0.3157894736842106,253,115,10d,122
556,0.8421052631578947,450,238,10d,122
349,0.5789473684210527,272,222,15d,122
440,0.6315789473684208,371,214,4d,122
219,0.10526315789473695,504,89,3d,122
73,0.42105263157894757,487,243,8d,122
174,0.42105263157894757,294,260,30d+,122
503,0.26315789473684204,108,293,2d,122
15,0.6842105263157894,430,92,15d,122
597,0.5789473684210527,320,254,30d+,122
154,0.5789473684210527,28,7,13d,122
476,0.0,289,180,6d,122
285,0.42105263157894757,215,173,10d,122
202,0.7894736842105265,248,35,9d,122
171,0.3157894736842106,294,12,2d,122
347,0.42105263157894757,222,148,1d,122
324,0.4736842105263157,294,41,30d+,122
28,1.0,419,204,30d+,122
51,0.5237109270638527,262,16,3d,122
603,0.5237109270638527,215,188,12d,122
312,0.5237109270638527,8,265,1d,122
505,0.5237109270638527,388,198,3d,122
531,0.5237109270638527,170,80,18d,122
290,0.5237109270638527,294,293,30d+,122
509,0.5237109270638527,225,243,24d,122
17,0.5237109270638527,4,104,18d,122
420,0.5237109270638527,59,226,6d,122
436,0.5237109270638527,489,4,3d,122
139,0.5237109270638527,169,137,30d+,122
254,0.5237109270638527,114,35,30d+,122
125,0.5237109270638527,247,243,6d,122
498,0.5237109270638527,207,285,24d,122
308,0.5237109270638527,294,246,3d,122
201,0.5237109270638527,474,35,12d,122
478,0.5237109270638527,300,187,30d+,122
495,0.5237109270638527,212,257,6d,122
186,0.5237109270638527,384,210,30d+,122
114,0.5237109270638527,15,204,20d,122
341,0.5237109270638527,334,186,30d+,122
610,0.5237109270638527,294,291,12d,122
40,0.5237109270638527,215,139,30d+,122
165,0.5237109270638527,378,249,3d,122
211,0.5237109270638527,290,265,25d,122
0,0.5237109270638527,294,8,25d,122
190,0.5237109270638527,241,307,4d,122
16,0.5237109270638527,180,228,3d,122
436,0.5237109270638527,294,31,13d,122
149,0.5237109270638527,14,168,3d,122
569,0.5237109270638527,215,238,3d,122
11,0.5237109270638527,492,265,3d,122
222,0.5237109270638527,254,48,3d,122
59,0.5237109270638527,5,8,30d+,122
109,0.5237109270638527,299,168,9d,122
377,0.5237109270638527,294,43,1d,122
212,0.5237109270638527,358,247,30d+,122
543,0.5237109270638527,281,88,10d,122
401,0.5237109270638527,231,135,12d,122
389,0.5237109270638527,440,238,12d,122
399,0.5237109270638527,272,212,30d+,122
464,0.5237109270638527,215,293,1d,122
131,0.5237109270638527,265,217,23d,122
23,0.5237109270638527,208,253,30d+,122
82,0.5237109270638527,304,293,8d,122
511,0.5237109270638527,215,254,30d+,122
51,0.5237109270638527,13,265,27d,122
120,0.5237109270638527,295,285,2d,122
433,0.5237109270638527,122,252,9d,122
174,0.5237109270638527,294,289,30d+,122
345,0.5237109270638527,215,16,10d,122
573,0.5237109270638527,492,57,30d,122
525,0.5237109270638527,60,293,2d,122
281,0.5237109270638527,384,293,12d,122
464,0.5237109270638527,460,288,16d,122
64,0.5237109270638527,294,11,5d,122
73,0.5237109270638527,347,23,30d+,122
365,0.5237109270638527,257,60,1d,122
73,0.5237109270638527,207,8,3d,122
397,0.5237109270638527,176,259,2d,122
336,0.5237109270638527,297,292,30d+,122
473,0.5237109270638527,204,183,13d,122
127,0.5237109270638527,196,231,30d+,122
51,0.5237109270638527,294,22,11d,122
107,0.5237109270638527,147,12,15d,122
34,0.5237109270638527,255,265,24h,122
42,0.5237109270638527,174,119,2d,122
437,0.5237109270638527,441,167,30d+,122
515,0.5237109270638527,268,265,26d,122
23,0.5237109270638527,215,259,3d,122
255,0.5237109270638527,294,90,30d+,122
592,0.5237109270638527,286,253,30d+,122
162,0.5237109270638527,264,239,30d+,122
447,0.5237109270638527,371,295,3d,122
386,0.5237109270638527,71,151,2d,122
32,0.5237109270638527,223,256,30d+,122
430,0.5237109270638527,425,253,6d,122
279,0.5237109270638527,317,8,18d,122
344,0.5237109270638527,215,274,19d,122
107,0.5237109270638527,138,60,2d,122
107,0.5237109270638527,115,35,10d,122
